1,SECUNDARIA,1
2,PREPARATORIA / BACHILLARATO,2
3,TÉCNICA,3
4,CARRERA,7
5,TITULO,8
6,MAESTRÍA,9
7,DOCTORADO,10
8,CURSOS,4
9,ESPECIALIDAD,11
10,DIPLOMADO,5
11,INGLES,6
